# EngineShelf catalog - generated by tools/refresh-catalog.py, do not hand-edit.
# V<TAB>milestone<TAB>version<TAB>note
# B<TAB>milestone<TAB>platform<TAB>revision<TAB>archive<TAB>root
V	60	60.0.3112.0	2017. Pre-Grid-everywhere era; a hard floor for very old WebViews.
B	60	Mac	474901	chrome-mac.zip	chrome-mac
B	60	Linux_x64	474900	chrome-linux.zip	chrome-linux
B	60	Win_x64	474901	chrome-win32.zip	chrome-win32
V	65	65.0.3325.0	2018. Before flexbox `gap`, before optional chaining.
B	65	Mac	530377	chrome-mac.zip	chrome-mac
B	65	Linux_x64	530372	chrome-linux.zip	chrome-linux
B	65	Win_x64	530373	chrome-win32.zip	chrome-win32
V	70	70.0.3538.0	2018. Common floor for Android 9-era System WebView.
B	70	Mac	587811	chrome-mac.zip	chrome-mac
B	70	Linux_x64	587811	chrome-linux.zip	chrome-linux
B	70	Win_x64	587811	chrome-win32.zip	chrome-win32
V	74	74.0.3729.0	2019. No flexbox `gap` (84), `aspect-ratio`/`:is()` (88), optional chaining (80).
B	74	Mac	638880	chrome-mac.zip	chrome-mac
B	74	Linux_x64	638880	chrome-linux.zip	chrome-linux
B	74	Win_x64	638880	chrome-win.zip	chrome-win
V	76	76.0.3809.0	2019. Adds prefers-color-scheme; still no flexbox `gap`.
B	76	Mac	665002	chrome-mac.zip	chrome-mac
B	76	Linux_x64	665006	chrome-linux.zip	chrome-linux
B	76	Win_x64	665006	chrome-win.zip	chrome-win
V	80	80.0.3987.0	2020. Optional chaining and nullish coalescing land here.
B	80	Mac	722274	chrome-mac.zip	chrome-mac
B	80	Linux_x64	722276	chrome-linux.zip	chrome-linux
B	80	Win_x64	722274	chrome-win.zip	chrome-win
V	85	85.0.4183.0	2020. First catalogued build with flexbox `gap` (landed in 84).
B	85	Mac	782801	chrome-mac.zip	chrome-mac
B	85	Linux_x64	782797	chrome-linux.zip	chrome-linux
B	85	Win_x64	782797	chrome-win.zip	chrome-win
V	90	90.0.4430.0	2021. `aspect-ratio` and `:is()` (88) available.
B	90	Mac	857950	chrome-mac.zip	chrome-mac
B	90	Linux_x64	857962	chrome-linux.zip	chrome-linux
B	90	Win_x64	857997	chrome-win.zip	chrome-win
V	95	95.0.4638.0	2021. First catalogued milestone with native Apple Silicon builds.
B	95	Mac	920005	chrome-mac.zip	chrome-mac
B	95	Mac_Arm	920022	chrome-mac.zip	chrome-mac
B	95	Linux_x64	920005	chrome-linux.zip	chrome-linux
B	95	Win_x64	920037	chrome-win.zip	chrome-win
V	100	100.0.4896.0	2022. Three-digit UA string - useful for UA-parsing regressions.
B	100	Mac	972767	chrome-mac.zip	chrome-mac
B	100	Mac_Arm	972785	chrome-mac.zip	chrome-mac
B	100	Linux_x64	972774	chrome-linux.zip	chrome-linux
B	100	Win_x64	972766	chrome-win.zip	chrome-win
V	105	105.0.5195.0	2022. Container queries and `:has()` land here.
B	105	Mac	1027031	chrome-mac.zip	chrome-mac
B	105	Mac_Arm	1027019	chrome-mac.zip	chrome-mac
B	105	Linux_x64	1027022	chrome-linux.zip	chrome-linux
B	105	Win_x64	1027054	chrome-win.zip	chrome-win
V	110	110.0.5481.0	2023. `dvh`/`svh` viewport units (108) available.
B	110	Mac	1084013	chrome-mac.zip	chrome-mac
B	110	Mac_Arm	1084032	chrome-mac.zip	chrome-mac
B	110	Linux_x64	1084013	chrome-linux.zip	chrome-linux
B	110	Win_x64	1084030	chrome-win.zip	chrome-win
V	115	115.0.5790.0	2023. CSS nesting (112) and view transitions (111) available.
B	115	Mac	1148119	chrome-mac.zip	chrome-mac
B	115	Mac_Arm	1148146	chrome-mac.zip	chrome-mac
B	115	Linux_x64	1148123	chrome-linux.zip	chrome-linux
B	115	Win_x64	1148119	chrome-win.zip	chrome-win
V	120	120.0.6099.0	2023. `subgrid` (117) and `text-wrap: balance` (114) available.
B	120	Mac	1217364	chrome-mac.zip	chrome-mac
B	120	Mac_Arm	1217378	chrome-mac.zip	chrome-mac
B	120	Linux_x64	1217362	chrome-linux.zip	chrome-linux
B	120	Win_x64	1217378	chrome-win.zip	chrome-win
V	125	125.0.6422.0	2024. Recent baseline for comparison against the old builds.
B	125	Mac	1287751	chrome-mac.zip	chrome-mac
